"","ccode","idacr","leader","syear","eyear","startdate","enddate","entry","exit","exitcode","yrborn","coup_exit","tenure","coup_entry"
"1097",375,"FIN","Paasikivi",1946,1956,1946-03-09,1956-02-29,"Regular","Regular","Regular",1879,0,3644,0
"1098",375,"FIN","Kekkonen",1956,1981,1956-03-01,1981-09-11,"Regular","Retired Due to Ill Health","Regular",1900,0,9325,0
"1099",375,"FIN","Koivisto",1981,1994,1981-09-11,1994-03-01,"Regular","Regular","Regular",1923,0,4554,0
"1100",375,"FIN","Marthi Ahtisaari",1994,2000,1994-03-01,2000-03-01,"Regular","Regular","Regular",1937,0,2192,0
"1101",375,"FIN","Halonen",2000,2012,2000-03-01,2012-03-01,"Regular","Regular","Regular",1943,0,4383,0
"1102",375,"FIN","Sauli Niinistö",2012,2015,2012-03-01,2015-12-31,"Regular","Still in Office","Still in Office",1948,0,1400,0
"1103",380,"SWD","Hansson",1936,1946,1936-09-28,1946-10-06,"Regular","Natural Death","Regular",1885,0,3660,NA
"1104",380,"SWD","Erlander",1946,1969,1946-10-10,1969-10-09,"Regular","Regular","Regular",1901,0,8400,0
"1105",380,"SWD","Palme",1969,1976,1969-10-14,1976-09-20,"Regular","Regular","Regular",1927,0,2533,0
"1106",380,"SWD","Falldin",1976,1978,1976-10-04,1978-10-18,"Regular","Regular","Regular",1926,0,744,0
"1107",380,"SWD","Ullsten",1978,1979,1978-10-18,1979-10-09,"Regular","Regular","Regular",1931,0,356,0
"1108",380,"SWD","Falldin",1979,1982,1979-10-09,1982-10-07,"Regular","Regular","Regular",1926,0,1094,0
"1109",380,"SWD","Palme",1982,1986,1982-10-07,1986-02-28,"Regular","Irregular","Assassination by Unsupported Individual",1927,0,1240,0
"1110",380,"SWD","Carlsson",1986,1991,1986-03-12,1991-10-30,"Regular","Regular","Regular",1934,0,2058,0
"1111",380,"SWD","Bildt",1991,1994,1991-10-30,1994-10-07,"Regular","Regular","Regular",1949,0,1073,0
"1112",380,"SWD","Carlsson",1994,1996,1994-10-07,1996-03-21,"Regular","Regular","Regular",1934,0,531,0
"1113",380,"SWD","Persson",1996,2006,1996-03-21,2006-10-06,"Regular","Regular","Regular",1949,0,3851,0
"1114",380,"SWD","Reinfeldt",2006,2014,2006-10-06,2014-10-03,"Regular","Regular","Regular",1965,0,2919,0
"1115",380,"SWD","Stefan Löfven",2014,2015,2014-10-03,2015-12-31,"Regular","Still in Office","Still in Office",1957,0,454,0
"1116",385,"NOR","Gerhardsen",1945,1951,1945-06-26,1951-11-13,"Regular","Regular","Regular",1897,0,2331,NA
"1117",385,"NOR","Torp",1951,1955,1951-11-13,1955-01-14,"Regular","Regular","Regular",1893,0,1158,0
"1118",385,"NOR","Gerhardsen",1955,1963,1955-01-22,1963-08-23,"Regular","Regular","Regular",1897,0,3135,0
"1119",385,"NOR","Lyng",1963,1963,1963-08-27,1963-09-25,"Regular","Regular","Regular",1905,0,29,0
"1120",385,"NOR","Gerhardsen",1963,1965,1963-09-25,1965-10-12,"Regular","Regular","Regular",1897,0,748,0
"1121",385,"NOR","Borten",1965,1971,1965-10-12,1971-03-16,"Regular","Regular","Regular",1913,0,1981,0
"1122",385,"NOR","Bratteli",1971,1972,1971-03-16,1972-10-17,"Regular","Regular","Regular",1910,0,581,0
"1123",385,"NOR","Korvald",1972,1973,1972-10-17,1973-10-15,"Regular","Regular","Regular",1916,0,363,0
"1124",385,"NOR","Bratteli",1973,1976,1973-10-15,1976-01-09,"Regular","Regular","Regular",1910,0,816,0
"1125",385,"NOR","Nordli",1976,1981,1976-01-09,1981-02-04,"Regular","Retired Due to Ill Health","Regular",1927,0,1853,0
"1126",385,"NOR","Brundtland",1981,1981,1981-02-04,1981-10-14,"Regular","Regular","Regular",1939,0,252,0
"1127",385,"NOR","Willoch",1981,1986,1981-10-14,1986-05-09,"Regular","Regular","Regular",1928,0,1668,0
"1128",385,"NOR","Brundtland",1986,1989,1986-05-09,1989-10-16,"Regular","Regular","Regular",1939,0,1256,0
"1129",385,"NOR","Syse",1989,1990,1989-10-16,1990-11-03,"Regular","Regular","Regular",1930,0,383,0
"1130",385,"NOR","Brundtland",1990,1996,1990-11-03,1996-10-25,"Regular","Regular","Regular",1939,0,2183,0
"1131",385,"NOR","Jagland",1996,1997,1996-10-25,1997-10-17,"Regular","Regular","Regular",1950,0,357,0
"1132",385,"NOR","Bondevik",1997,1998,1997-10-17,1998-08-30,"Regular","Regular","Regular",1947,0,317,0
"1133",385,"NOR","Lahnstein",1998,1998,1998-08-30,1998-09-23,"Regular","Regular","Regular",1949,0,24,0
"1134",385,"NOR","Bondevik",1998,2000,1998-09-24,2000-03-17,"Regular","Regular","Regular",1947,0,540,0
"1135",385,"NOR","Stoltenberg",2000,2001,2000-03-17,2001-10-19,"Regular","Regular","Regular",1959,0,581,0
"1136",385,"NOR","Bondevik",2001,2005,2001-10-19,2005-10-17,"Regular","Regular","Regular",1947,0,1459,0
"1137",385,"NOR","Stoltenberg",2005,2013,2005-10-17,2013-10-16,"Regular","Regular","Regular",1959,0,2921,0
"1138",385,"NOR","Solberg",2013,2015,2013-10-16,2015-12-31,"Regular","Still in Office","Still in Office",1961,0,806,0
"1139",390,"DEN","Kristensen",1945,1947,1945-11-08,1947-10-04,"Regular","Regular","Regular",1880,0,695,NA
"1140",390,"DEN","Hedtoft",1947,1950,1947-11-12,1950-10-25,"Regular","Regular","Regular",1903,0,1078,0
"1141",390,"DEN","Eriksen",1950,1953,1950-10-28,1953-09-30,"Regular","Regular","Regular",1902,0,1068,0
"1142",390,"DEN","Hedtoft",1953,1955,1953-09-30,1955-01-29,"Regular","Natural Death","Regular",1903,0,486,0
"1143",390,"DEN","Hansen",1955,1960,1955-02-01,1960-02-19,"Regular","Natural Death","Regular",1906,0,1844,0
"1144",390,"DEN","Kampmann",1960,1962,1960-02-19,1962-09-03,"Regular","Retired Due to Ill Health","Regular",1910,0,927,0
"1145",390,"DEN","Krag",1962,1968,1962-09-03,1968-02-18,"Regular","Regular","Regular",1914,0,1994,0
"1146",390,"DEN","Baunsgaard",1968,1971,1968-02-18,1971-10-06,"Regular","Regular","Regular",1920,0,1326,0
"1147",390,"DEN","Krag",1971,1972,1971-10-11,1972-10-03,"Regular","Regular","Regular",1914,0,358,0
"1148",390,"DEN","Jorgensen",1972,1973,1972-10-05,1973-12-19,"Regular","Regular","Regular",1923,0,440,0
"1149",390,"DEN","Hartling",1973,1975,1973-12-19,1975-01-29,"Regular","Regular","Regular",1914,0,406,0
"1150",390,"DEN","Jorgensen",1975,1982,1975-02-13,1982-09-10,"Regular","Regular","Regular",1923,0,2766,0
"1151",390,"DEN","Schluter",1982,1993,1982-09-10,1993-01-25,"Regular","Regular","Regular",1929,0,3790,0
"1152",390,"DEN","Nyrup Rasmussen",1993,2001,1993-01-25,2001-11-27,"Regular","Regular","Regular",1943,0,3228,0
"1153",390,"DEN","Fogh Rasmussen",2001,2009,2001-11-27,2009-04-05,"Regular","Regular","Regular",1953,0,2686,0
"1154",390,"DEN","Lars Løkke Rasmussen",2009,2011,2009-04-05,2011-10-03,"Regular","Regular","Regular",1964,0,911,0
"1155",390,"DEN","Thorning-Schmidt",2011,2015,2011-10-03,2015-06-28,"Regular","Regular","Regular",1966,0,1364,0
"1156",390,"DEN","Lars Løkke Rasmussen",2015,2015,2015-06-28,2015-12-31,"Regular","Still in Office","Still in Office",1964,0,186,0
"1157",395,"ICE","Thors",1944,1947,1944-10-21,1947-02-03,"Regular","Regular","Regular",1892,0,835,NA
"1158",395,"ICE","Stefansson",1947,1949,1947-02-03,1949-12-06,"Regular","Regular","Regular",1894,0,1037,0
"1159",395,"ICE","Thors",1949,1950,1949-12-06,1950-03-14,"Regular","Regular","Regular",1892,0,98,0
"1160",395,"ICE","Steinthorsson",1950,1953,1950-03-14,1953-09-13,"Regular","Regular","Regular",1893,0,1279,0
"1161",395,"ICE","Thors",1953,1956,1953-09-13,1956-07-21,"Regular","Regular","Regular",1892,0,1042,0
"1162",395,"ICE","Jonasson",1956,1958,1956-07-21,1958-12-04,"Regular","Regular","Regular",1896,0,866,0
"1163",395,"ICE","Jonsson",1958,1959,1958-12-23,1959-11-20,"Regular","Regular","Regular",1902,0,332,0
"1164",395,"ICE","Thors",1959,1963,1959-11-20,1963-11-12,"Regular","Retired Due to Ill Health","Regular",1892,0,1453,0
"1165",395,"ICE","Benediktsson",1963,1970,1963-11-14,1970-07-10,"Regular","Natural Death","Regular",1908,0,2430,0
"1166",395,"ICE","Hafstein",1970,1971,1970-07-10,1971-07-14,"Regular","Regular","Regular",1915,0,369,0
"1167",395,"ICE","Johannesson",1971,1974,1971-07-14,1974-08-28,"Regular","Regular","Regular",1913,0,1141,0
"1168",395,"ICE","Hallgrimsson",1974,1978,1974-08-29,1978-08-31,"Regular","Regular","Regular",1925,0,1463,0
"1169",395,"ICE","Johannesson",1978,1979,1978-08-31,1979-10-15,"Regular","Regular","Regular",1913,0,410,0
"1170",395,"ICE","Groendal",1979,1980,1979-10-15,1980-02-08,"Regular","Regular","Regular",1924,0,116,0
"1171",395,"ICE","Thoroddsen",1980,1983,1980-02-08,1983-05-26,"Regular","Regular","Regular",1910,0,1203,0
"1172",395,"ICE","Hermannsson",1983,1987,1983-05-26,1987-07-08,"Regular","Regular","Regular",1928,0,1504,0
"1173",395,"ICE","Palsson",1987,1988,1987-07-08,1988-09-28,"Regular","Regular","Regular",1947,0,448,0
"1174",395,"ICE","Hermannsson",1988,1991,1988-09-28,1991-04-30,"Regular","Regular","Regular",1928,0,944,0
"1175",395,"ICE","Oddsson",1991,2004,1991-04-30,2004-09-15,"Regular","Regular","Regular",1948,0,4887,0
"1176",395,"ICE","Halldor Asgrimsson",2004,2006,2004-09-15,2006-06-15,"Regular","Regular","Regular",1947,0,638,0
"1177",395,"ICE","Hilmar Haarde",2006,2009,2006-06-15,2009-02-01,"Regular","Regular","Regular",1951,0,962,0
"1178",395,"ICE","Sigurdardottir",2009,2013,2009-02-01,2013-05-23,"Regular","Regular","Regular",1942,0,1572,0
"1179",395,"ICE","Gunnlaugsson",2013,2015,2013-05-23,2015-12-31,"Regular","Still in Office","Still in Office",1975,0,952,0
"1180",402,"CAP","Pires",1975,1991,1975-07-08,1991-04-04,"Regular","Regular","Regular",1934,0,5749,NA
"1181",402,"CAP","Veiga",1991,2000,1991-04-04,2000-07-29,"Regular","Regular","Regular",1949,0,3404,0
"1182",402,"CAP","do Rosario",2000,2001,2000-07-29,2001-02-01,"Regular","Regular","Regular",1950,0,187,0
"1183",402,"CAP","Neves",2001,2015,2001-02-01,2015-12-31,"Regular","Still in Office","Still in Office",1960,0,5446,0
"1184",404,"GNB","Cabral",1974,1980,1974-09-10,1980-11-14,"Irregular","Irregular","Removed by Military, without Foreign Support",1931,1,2257,NA
"1185",404,"GNB","Vieira",1980,1999,1980-11-14,1999-05-07,"Irregular","Irregular","Removed by Military, without Foreign Support",1939,1,6748,1
"1186",404,"GNB","Mane",1999,1999,1999-05-07,1999-05-14,"Irregular","Regular","Regular",1940,0,7,1
"1187",404,"GNB","Sanha",1999,2000,1999-05-14,2000-02-17,"Irregular","Regular","Regular",1947,0,279,0
"1188",404,"GNB","Kumba Iala",2000,2003,2000-02-18,2003-09-14,"Regular","Irregular","Removed by Military, without Foreign Support",1953,1,1304,0
"1189",404,"GNB","Correia Seabra",2003,2003,2003-09-14,2003-09-28,"Irregular","Regular","Regular",1947,0,14,1
"1190",404,"GNB","Henrique Pereira Rosa",2003,2005,2003-09-28,2005-10-01,"Regular","Regular","Regular",1946,0,734,0
"1191",404,"GNB","Vieira",2005,2009,2005-10-01,2009-03-02,"Regular","Irregular","Removed by Military, without Foreign Support",1939,1,1248,0
"1192",404,"GNB","Raimundo Perreira",2009,2009,2009-03-02,2009-09-08,"Regular","Regular","Regular",1956,0,190,1
"1193",404,"GNB","Sanha",2009,2011,2009-09-08,2011-12-31,"Regular","Natural Death","Regular",1956,0,844,0
"1194",404,"GNB","Raimundo Pereira",2012,2012,2012-01-09,2012-04-12,"Regular","Irregular","Removed by Military, without Foreign Support",1955,1,94,0
"1195",404,"GNB","Mamadu Ture Kuruma",2012,2012,2012-04-12,2012-05-11,"Irregular","Regular","Regular",1947,0,29,1
"1196",404,"GNB","Manuel Serifo Nhamadjo",2012,2014,2012-05-11,2014-06-23,"Regular","Regular","Regular",1958,0,773,0
"1197",404,"GNB","Vaz",2014,2015,2014-06-23,2015-12-31,"Regular","Still in Office","Still in Office",1957,0,556,0
"1198",411,"EQG","Bonifacio Ondo Edu",1963,1968,1963-12-15,1968-10-12,"Regular","Regular","Regular",-999,0,1763,NA
"1199",411,"EQG","Macias Nguema",1968,1979,1968-10-12,1979-08-03,"Regular","Irregular","Removed by Military, without Foreign Support",1924,1,3947,0
"1200",411,"EQG","Nguema Mbasogo",1979,2023,1979-08-03,2023-11-27,"Irregular","Still in Office","Still in Office",1942,0,16187,1
"1201",420,"GAM","Jawara",1965,1994,1965-02-18,1994-07-22,"Regular","Irregular","Removed by Military, without Foreign Support",1924,1,10746,NA
"1202",420,"GAM","Jammeh",1994,2011,1994-07-22,2011-01-19,"Irregular","Irregular","Still in Office",1942,0,6025,1
"1203",432,"MLI","Keita",1960,1968,1960-09-22,1968-11-19,"Regular","Irregular","Removed by Military, without Foreign Support",1915,1,2980,NA
"1204",432,"MLI","Traore",1968,1991,1968-11-19,1991-03-26,"Irregular","Irregular","Removed by Military, without Foreign Support",1936,1,8162,1
"1205",432,"MLI","Amadou Toure",1991,1992,1991-03-26,1992-06-06,"Irregular","Regular","Regular",1948,0,438,1
"1206",432,"MLI","Konare",1992,2002,1992-06-06,2002-06-08,"Regular","Regular","Regular",1946,0,3654,0
"1207",432,"MLI","Amadou Toure",2002,2012,2002-06-09,2012-03-22,"Regular","Irregular","Removed by Military, without Foreign Support",1948,1,3574,0
"1208",432,"MLI","Amadou Sanogo",2012,2012,2012-03-22,2012-04-12,"Irregular","Regular","Regular",1972,0,21,1
"1209",432,"MLI","Dioncounda Traore",2012,2013,2012-04-12,2013-09-04,"Irregular","Regular","Regular",1942,0,510,0
"1210",432,"MLI","Ibrahim Boubacar Keita",2013,2015,2013-09-04,2015-12-31,"Regular","Still in Office","Still in Office",1945,0,848,0
"1211",433,"SEN","Senghor",1960,1980,1960-08-20,1980-12-31,"Regular","Regular","Regular",1906,0,7438,NA
"1212",433,"SEN","Diouf",1981,2000,1981-01-01,2000-04-01,"Regular","Regular","Regular",1935,0,7030,0
"1213",433,"SEN","Abdoulaye Wade",2000,2012,2000-04-02,2012-04-02,"Regular","Regular","Regular",1926,0,4383,0
"1214",433,"SEN","Sall",2012,2015,2012-04-02,2015-12-31,"Regular","Still in Office","Still in Office",1945,0,1368,0
"1215",434,"BEN","Maga",1960,1963,1960-01-01,1963-10-27,"Regular","Irregular","Removed by Military, without Foreign Support",1916,1,1395,NA
"1216",434,"BEN","Soglo",1963,1964,1963-10-28,1964-01-19,"Irregular","Regular","Regular",1912,0,83,1
"1217",434,"BEN","Apithy",1964,1965,1964-01-19,1965-11-29,"Irregular","Irregular","Removed by Military, without Foreign Support",1913,1,680,0
"1218",434,"BEN","Congacou",1965,1965,1965-11-29,1965-12-22,"Irregular","Irregular","Removed by Military, without Foreign Support",1913,1,23,1
"1219",434,"BEN","Soglo",1965,1967,1965-12-22,1967-12-17,"Irregular","Irregular","Removed by Military, without Foreign Support",1912,1,725,1
"1220",434,"BEN","Alley",1967,1968,1967-12-17,1968-08-01,"Irregular","Regular","Regular",1930,0,228,1
"1221",434,"BEN","Zinsou",1968,1969,1968-08-01,1969-12-10,"Irregular","Irregular","Removed by Military, without Foreign Support",1918,1,496,0
"1222",434,"BEN","Kouandete",1969,1969,1969-12-10,1969-12-13,"Irregular","Regular","Regular",1939,0,3,1
"1223",434,"BEN","Paul-Emile de Souza",1969,1970,1969-12-13,1970-05-07,"Irregular","Regular","Regular",1930,0,145,0
"1224",434,"BEN","Maga",1970,1972,1970-05-07,1972-04-07,"Regular","Regular","Regular",1916,0,701,0
"1225",434,"BEN","Ahomadegbe",1972,1972,1972-04-07,1972-10-26,"Irregular","Irregular","Removed by Military, without Foreign Support",1917,1,202,0
"1226",434,"BEN","Kerekou",1972,1991,1972-10-27,1991-04-04,"Irregular","Regular","Regular",1933,0,6733,1
"1227",434,"BEN","Soglo, N",1991,1996,1991-04-04,1996-04-04,"Regular","Regular","Regular",1934,0,1827,0
"1228",434,"BEN","Kerekou",1996,2006,1996-04-04,2006-04-06,"Regular","Regular","Regular",1933,0,3654,0
"1229",434,"BEN","Yayi Boni",2006,2015,2006-04-06,2015-12-31,"Regular","Still in Office","Still in Office",1952,0,3556,0
"1230",435,"MAA","Ould Daddah",1960,1978,1960-11-28,1978-07-10,"Regular","Irregular","Removed by Military, without Foreign Support",1924,1,6433,NA
"1231",435,"MAA","Ould Mohamed Salek",1978,1979,1978-07-10,1979-04-06,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1936,0,270,1
"1232",435,"MAA","Ould Bouceif",1979,1979,1979-04-06,1979-05-27,"Irregular","Natural Death","Regular",1933,0,51,0
"1233",435,"MAA","Ould Sidi",1979,1979,1979-05-27,1979-05-31,"Regular","Regular","Regular",1934,0,4,0
"1234",435,"MAA","Ould Ahmed Louly",1979,1980,1979-06-03,1980-01-04,"Regular","Irregular","Removed in Military Power Struggle Short of Coup",1943,0,215,0
"1235",435,"MAA","Ould Haidalla",1980,1984,1980-01-04,1984-12-12,"Irregular","Irregular","Removed by Military, without Foreign Support",1940,1,1804,0
"1236",435,"MAA","Sidi Ahmed Taya",1984,2005,1984-12-12,2005-08-03,"Irregular","Irregular","Removed by Military, without Foreign Support",1941,1,7539,1
"1237",435,"MAA","Ould Mohamed Vall",2005,2007,2005-08-03,2007-04-19,"Irregular","Regular","Regular",1953,0,624,1
"1238",435,"MAA","Ould Cheikh Abdellahi",2007,2008,2007-04-19,2008-08-06,"Regular","Irregular","Removed by Military, without Foreign Support",1938,1,475,0
"1239",435,"MAA","Ould Abdel Aziz",2008,2009,2008-08-06,2009-04-15,"Irregular","Regular","Regular",1956,0,252,1
"1240",435,"MAA","dit M'Bare",2009,2009,2009-04-15,2009-08-05,"Regular","Regular","Regular",1946,0,112,0
"1241",435,"MAA","Ould Abdel Aziz",2009,2015,2009-08-05,2015-12-31,"Regular","Still in Office","Still in Office",1956,0,2339,0
"1242",436,"NIR","Diori",1960,1974,1960-10-03,1974-04-15,"Regular","Irregular","Removed by Military, without Foreign Support",1916,1,4942,NA
"1243",436,"NIR","Kountche",1974,1987,1974-04-17,1987-11-10,"Irregular","Natural Death","Regular",1931,0,4955,1
"1244",436,"NIR","Seibou",1987,1993,1987-11-10,1993-04-16,"Regular","Regular","Regular",1940,0,1984,0
"1245",436,"NIR","Ousmane",1993,1996,1993-04-16,1996-01-27,"Regular","Irregular","Removed by Military, without Foreign Support",1950,1,1016,0
"1246",436,"NIR","Mainassara",1996,1999,1996-01-27,1999-04-11,"Irregular","Irregular","Removed by Military, without Foreign Support",1949,1,1170,1
"1247",436,"NIR","Wanke",1999,1999,1999-04-11,1999-12-22,"Irregular","Regular","Regular",1954,0,255,1
"1248",436,"NIR","Mamadou Tandja",1999,2010,1999-12-22,2010-02-08,"Regular","Irregular","Removed by Military, without Foreign Support",1938,1,3701,0
"1249",436,"NIR","Djibo",2010,2011,2010-02-08,2011-04-07,"Irregular","Regular","Regular",1965,0,423,1
"1250",436,"NIR","Issoufou",2011,2015,2011-04-07,2015-12-31,"Regular","Still in Office","Still in Office",1952,0,1729,0
"1251",437,"CDI","Houphouet-Boigny",1960,1993,1960-08-07,1993-12-07,"Regular","Natural Death","Regular",1905,0,12175,NA
"1252",437,"CDI","Konan Bedie",1993,1999,1993-12-07,1999-12-25,"Regular","Irregular","Removed by Military, without Foreign Support",1934,1,2209,0
"1253",437,"CDI","Guei",1999,2000,1999-12-25,2000-10-25,"Irregular","Irregular","Popular Protest, without Foreign Support",1941,0,305,1
"1254",437,"CDI","Laurent Gbagbo",2000,2011,2000-10-26,2011-04-11,"Irregular","Irregular","Removed by Military, with Foreign Support",1945,0,3819,0
"1255",437,"CDI","Ouattara",2011,2015,2011-04-11,2015-12-31,"Irregular","Still in Office","Still in Office",1942,0,1725,0
"1256",438,"GUI","Toure",1958,1984,1958-10-02,1984-03-26,"Regular","Natural Death","Regular",1922,0,9307,NA
"1257",438,"GUI","Beavogui",1984,1984,1984-03-27,1984-04-03,"Irregular","Irregular","Removed by Military, without Foreign Support",1923,1,7,0
"1258",438,"GUI","Conte",1984,2008,1984-04-03,2008-12-22,"Irregular","Natural Death","Regular",1934,0,9029,1
"1259",438,"GUI","Sompare",2008,2008,2008-12-22,2008-12-23,"Regular","Regular","Regular",1944,0,1,0
"1260",438,"GUI","Dadis Camara",2008,2009,2008-12-23,2009-12-05,"Irregular","Irregular","Removed by Military, without Foreign Support",1964,1,347,0
"1261",438,"GUI","Sekouba Konate",2009,2010,2009-12-05,2010-12-21,"Irregular","Regular","Regular",1966,0,381,1
"1262",438,"GUI","Conde",2010,2021,2010-12-21,2021-09-05,"Regular","Irregular","Still in Office",1938,0,3911,0
"1263",439,"BFO","Yameogo",1960,1966,1960-08-05,1966-01-03,"Regular","Irregular","Removed by Military, without Foreign Support",1921,1,1977,NA
"1264",439,"BFO","Lamizana",1966,1971,1966-01-03,1971-01-13,"Irregular","Regular","Regular",1916,0,1836,1
"1265",439,"BFO","Gerard Kango Ouedraogo",1971,1974,1971-01-13,1974-02-08,"Regular","Irregular","Removed by Military, without Foreign Support",1925,1,1122,0
"1266",439,"BFO","Lamizana",1974,1980,1974-02-08,1980-11-25,"Irregular","Irregular","Removed by Military, without Foreign Support",1916,1,2482,1
"1267",439,"BFO","Zerbo",1980,1982,1980-11-25,1982-11-07,"Irregular","Irregular","Removed by Military, without Foreign Support",1932,1,712,1
"1268",439,"BFO","J. P. Ouedraogo",1982,1983,1982-11-07,1983-08-04,"Irregular","Irregular","Removed by Military, without Foreign Support",1942,1,270,1
"1269",439,"BFO","Sankara",1983,1987,1983-08-04,1987-10-15,"Irregular","Irregular","Removed by Military, without Foreign Support",1949,1,1533,1
"1270",439,"BFO","Campaore",1987,2014,1987-10-15,2014-10-31,"Irregular","Regular","Regular",1951,0,9878,1
"1271",439,"BFO","Traore",2014,2014,2014-10-31,2014-11-01,"Irregular","Irregular","Removed by Military, with Foreign Support",1957,0,1,0
"1272",439,"BFO","Zida",2014,2014,2014-11-01,2014-11-18,"Irregular","Regular","Regular",1957,0,17,0
"1273",439,"BFO","Kafando",2014,2015,2014-11-18,2015-12-29,"Regular","Regular","Regular",1957,0,406,0
"1274",439,"BFO","Roch Marc Christian Kabore",2015,2015,2015-12-29,2015-12-31,"Regular","Still in Office","Still in Office",1957,0,2,0
"1275",450,"LBR","Tubman",1944,1971,1944-01-01,1971-07-23,"Regular","Natural Death","Regular",1895,0,10065,NA
"1276",450,"LBR","Tolbert",1971,1980,1971-07-23,1980-04-12,"Regular","Irregular","Removed by Military, without Foreign Support",1913,1,3186,0
"1277",450,"LBR","Doe",1980,1990,1980-04-12,1990-09-09,"Irregular","Irregular","Removed by Rebels, without Foreign Support",1951,0,3802,1
"1278",450,"LBR","Sawyer",1990,1994,1990-11-22,1994-03-07,"Foreign Imposition","Regular","Regular",1945,0,1201,0
"1279",450,"LBR","Kpormapkor",1994,1995,1994-03-07,1995-09-01,"Regular","Regular","Regular",1944,0,543,0
"1280",450,"LBR","Sankawulo",1995,1996,1995-09-01,1996-09-03,"Regular","Regular","Regular",1943,0,368,0
"1281",450,"LBR","Ruth Perry",1996,1997,1996-09-03,1997-08-02,"Regular","Regular","Regular",1939,0,333,0
"1282",450,"LBR","Taylor",1997,2003,1997-08-02,2003-08-11,"Regular","Regular","Regular",1948,0,2200,0
"1283",450,"LBR","Moses Zeh Blah",2003,2003,2003-08-11,2003-10-14,"Regular","Regular","Regular",1947,0,64,0
"1284",450,"LBR","Bryant",2003,2006,2003-10-14,2006-01-16,"Regular","Regular","Regular",1949,0,825,0
"1285",450,"LBR","Johnson Sirleaf",2006,2015,2006-01-16,2015-12-31,"Regular","Still in Office","Still in Office",1938,0,3636,0
"1286",451,"SIE","Margai,M",1961,1964,1961-04-27,1964-04-28,"Regular","Natural Death","Regular",1895,0,1097,NA
"1287",451,"SIE","Margai, A",1964,1967,1964-04-29,1967-03-17,"Regular","Regular","Regular",1910,0,1052,0
"1288",451,"SIE","Lansana",1967,1967,1967-03-21,1967-03-23,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1922,0,2,0
"1289",451,"SIE","Juxon-Smith",1967,1968,1967-03-27,1968-04-19,"Irregular","Irregular","Removed by Military, without Foreign Support",1933,1,389,0
"1290",451,"SIE","Stevens",1968,1985,1968-04-19,1985-11-28,"Irregular","Regular","Regular",1905,0,6432,1
"1291",451,"SIE","Momoh",1985,1992,1985-11-28,1992-04-29,"Regular","Irregular","Removed by Military, without Foreign Support",1937,1,2344,0
"1292",451,"SIE","Strasser",1992,1996,1992-05-01,1996-01-17,"Irregular","Irregular","Removed by Military, without Foreign Support",1965,1,1356,1
"1293",451,"SIE","Bio",1996,1996,1996-01-17,1996-03-29,"Irregular","Regular","Regular",1964,0,72,1
"1294",451,"SIE","Kabbah",1996,1997,1996-03-29,1997-05-25,"Regular","Irregular","Removed by Military, without Foreign Support",1932,1,422,0
"1295",451,"SIE","Koroma",1997,1998,1997-05-25,1998-02-12,"Irregular","Foreign","Removed through Threat of Foreign Force",1960,0,263,1
"1296",451,"SIE","Kabbah",1998,2007,1998-03-10,2007-09-17,"Foreign Imposition","Regular","Regular",1932,0,3478,0
"1297",451,"SIE","Bai Koroma",2007,2015,2007-09-17,2015-12-31,"Regular","Still in Office","Still in Office",1953,0,3027,0
"1298",452,"GHA","Nkrumah",1952,1966,1952-03-21,1966-02-24,"Regular","Irregular","Removed by Military, without Foreign Support",1909,1,5088,NA
"1299",452,"GHA","Ankrah",1966,1969,1966-02-24,1969-04-03,"Irregular","Regular","Regular",1915,0,1134,1
"1300",452,"GHA","Afrifa",1969,1969,1969-04-03,1969-09-03,"Regular","Regular","Regular",1936,0,153,0
"1301",452,"GHA","Busia",1969,1972,1969-09-03,1972-01-13,"Regular","Irregular","Removed by Military, without Foreign Support",1913,1,862,0
"1302",452,"GHA","Acheampong",1972,1978,1972-01-13,1978-07-05,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1931,0,2365,1
"1303",452,"GHA","Akuffo",1978,1979,1978-07-05,1979-06-04,"Regular","Irregular","Removed by Military, without Foreign Support",1937,1,334,0
"1304",452,"GHA","Rawlings",1979,1979,1979-06-05,1979-09-24,"Irregular","Regular","Regular",1947,0,111,1
"1305",452,"GHA","Limann",1979,1981,1979-09-24,1981-12-31,"Regular","Irregular","Removed by Military, without Foreign Support",1934,1,829,0
"1306",452,"GHA","Rawlings",1981,2001,1981-12-31,2001-01-07,"Irregular","Regular","Regular",1947,0,6947,1
"1307",452,"GHA","John Agyekum Kufuor",2001,2009,2001-01-08,2009-01-07,"Regular","Regular","Regular",1938,0,2921,0
"1308",452,"GHA","Atta Mills",2009,2012,2009-01-07,2012-07-24,"Regular","Natural Death","Regular",1944,0,1294,0
"1309",452,"GHA","John Mahama",2012,2015,2012-07-24,2015-12-31,"Regular","Still in Office","Still in Office",1958,0,1255,0
"1310",461,"TOG","Olympio",1960,1963,1960-04-27,1963-01-13,"Regular","Irregular","Removed by Military, without Foreign Support",1902,1,991,NA
"1311",461,"TOG","Grunitzky",1963,1967,1963-01-16,1967-01-13,"Irregular","Irregular","Removed by Military, without Foreign Support",1913,1,1458,1
