"","id","ccode","idacr","year","leader","age","group","tstart","tstop","status","GDP_growth_trend","GDP_pc_log","pop_log","polity5","polstab"
"408",85,435,"MAA",1994,"Sidi Ahmed Taya",43,"B",3650,4015,0,0.791229522018713,6.52782779219754,5.50282025522358,-6,0
"409",85,435,"MAA",1995,"Sidi Ahmed Taya",43,"B",4015,4380,0,0.798910859339389,6.5598050211829,5.52352279074066,-6,0
"410",85,435,"MAA",1996,"Sidi Ahmed Taya",43,"B",4380,4745,0,1.39075915045173,6.61572643967938,5.55222675833026,-6,0
"411",85,435,"MAA",1997,"Sidi Ahmed Taya",43,"B",4745,5110,0,-0.08722129839825,6.61217409049692,5.57240875258548,-6,0
"412",85,435,"MAA",1998,"Sidi Ahmed Taya",43,"B",5110,5475,0,0.807673017000565,6.63518511100557,5.59826268705601,-6,0
"413",85,435,"MAA",1999,"Sidi Ahmed Taya",43,"B",5475,5840,0,0.899996200875236,6.65809448269789,5.62248203192097,-6,0
"414",85,435,"MAA",2000,"Sidi Ahmed Taya",43,"B",5840,6205,0,-0.497034771960087,6.65096057567411,5.63987308890479,-6,0
"415",85,435,"MAA",2001,"Sidi Ahmed Taya",43,"B",6205,6570,0,0.716558817711828,6.66031391213494,5.66409872098287,-6,0
"416",85,435,"MAA",2002,"Sidi Ahmed Taya",43,"B",6570,6935,0,3.02866766638732,6.68569489083484,5.68686687587976,-6,0
"417",85,435,"MAA",2003,"Sidi Ahmed Taya",43,"B",6935,7300,0,6.46943654968397,6.74431239335657,5.71348525011759,-6,0
"418",85,435,"MAA",2004,"Sidi Ahmed Taya",43,"B",7300,7539,1,1.52592411428577,6.79173144502266,5.73456059794852,-6,0
"419",86,435,"MAA",2005,"Ould Mohamed Vall",52,"B",0,365,0,2.05096769092279,6.8797836964407,5.76520364189118,-5,0
"420",86,435,"MAA",2006,"Ould Mohamed Vall",52,"B",365,624,0,1.90410133975124,6.99983935140271,5.80078213557415,-3,0
"421",87,435,"MAA",2008,"Ould Abdel Aziz",52,"B",0,252,0,0.180945826582835,7.03991798538285,5.84534569231126,-5,0
"422",88,436,"NIR",1974,"Kountche",43,"B",0,365,0,-0.559351988105391,6.65426333878488,6.31879692792381,-7,0
"423",88,436,"NIR",1975,"Kountche",43,"B",365,730,0,0.553195594429949,6.63522976341937,6.33962534838139,-7,0
"424",88,436,"NIR",1976,"Kountche",43,"B",730,1095,0,-1.08273682105378,6.66476482439158,6.36501578197062,-7,0
"425",88,436,"NIR",1977,"Kountche",43,"B",1095,1460,0,6.9064968047144,6.73132592899301,6.39435133420135,-7,0
"426",88,436,"NIR",1978,"Kountche",43,"B",1460,1825,0,3.16825889808913,6.81238249721835,6.42595919120742,-7,0
"427",88,436,"NIR",1979,"Kountche",43,"B",1825,2190,0,1.46630174340473,6.89815534673221,6.45641951578745,-7,0
"428",88,436,"NIR",1980,"Kountche",43,"B",2190,2555,0,0.289911608365245,6.92134945799913,6.48151434016894,-7,0
"429",88,436,"NIR",1981,"Kountche",43,"B",2555,2920,0,-0.0653031442559891,6.91704202337387,6.50686867351614,-7,0
"430",88,436,"NIR",1982,"Kountche",43,"B",2920,3285,0,-0.298987881446817,6.90614698637264,6.53459084182363,-7,0
"431",88,436,"NIR",1983,"Kountche",43,"B",3285,3650,0,-12.2910992935287,6.87141800472046,6.56152417917665,-7,0
"432",88,436,"NIR",1984,"Kountche",43,"B",3650,4015,0,6.35496557146198,6.76119769847397,6.57876776183356,-7,0
"433",88,436,"NIR",1985,"Kountche",43,"B",4015,4380,0,-0.10832380212082,6.76657528164212,6.60893945571193,-7,0
"434",88,436,"NIR",1986,"Kountche",43,"B",4380,4745,0,-0.307608896625788,6.78013097652489,6.63728424326071,-7,0
"435",88,436,"NIR",1987,"Kountche",43,"B",4745,4955,0,-0.367869189125401,6.79053920757115,6.66773003029941,-6,0
"436",89,436,"NIR",1996,"Mainassara",47,"B",0,365,0,1.11305096272797,6.90303113777819,6.96060196623003,-3,1
"437",89,436,"NIR",1997,"Mainassara",47,"B",365,730,0,1.22105412502131,6.92646220818112,6.99253934401973,-3,1
"438",89,436,"NIR",1998,"Mainassara",47,"B",730,1095,0,3.75416799334308,6.99813148856773,7.0317456757145,-3,0
"439",89,436,"NIR",1999,"Mainassara",47,"B",1095,1170,1,0.517132591673952,7.01775700752945,7.06542803472598,5,0
"440",90,436,"NIR",1999,"Wanke",45,"B",0,255,0,0.517132591673952,7.01775700752945,7.06542803472598,5,0
"441",91,436,"NIR",2010,"Djibo",45,"B",0,365,0,1.38205711815913,7.45520883446983,7.46175590277835,3,0
"442",91,436,"NIR",2011,"Djibo",45,"B",365,423,0,0.879225925835449,7.50155659731509,7.49959593755839,6,0
"443",92,437,"CDI",1999,"Guei",58,"B",0,305,1,0.350384403268164,8.42776398473981,7.46748134655082,-1,0
"444",93,437,"CDI",2005,"Laurent Gbagbo",60,"A",0,365,0,-14.1418246389606,8.41791127469665,7.60523754944689,4,2
"445",93,437,"CDI",2006,"Laurent Gbagbo",60,"A",365,730,0,12.1343419466613,8.441491149408,7.62752735042122,4,0
"446",93,437,"CDI",2007,"Laurent Gbagbo",60,"A",730,1095,0,2.97128483499093,8.47098086177449,7.652159103258,4,0
"447",93,437,"CDI",2008,"Laurent Gbagbo",60,"A",1095,1460,0,1.89766781237063,8.50781818303335,7.67745832601345,4,0
"448",93,437,"CDI",2009,"Laurent Gbagbo",60,"A",1460,1825,0,1.66614414581801,8.5572877534216,7.70422184350719,4,0
"449",93,437,"CDI",2010,"Laurent Gbagbo",60,"A",1825,1993,1,1.49014656012479,8.61432498380374,7.73172456034777,4,0
"450",94,438,"GUI",2001,"Conte",67,"A",0,365,0,0.525700854745662,7.45686983577526,6.81380387562284,-1,1
"451",94,438,"GUI",2002,"Conte",67,"A",365,730,0,1.06986454817237,7.46711274784177,6.82873588088205,-1,0
"452",94,438,"GUI",2003,"Conte",67,"A",730,1095,0,-0.399041086850352,7.46389646604871,6.84309088325603,-1,0
"453",94,438,"GUI",2004,"Conte",67,"A",1095,1460,0,-0.288671977480489,7.46252046460135,6.85922238171674,-1,0
"454",94,438,"GUI",2005,"Conte",67,"A",1460,1825,0,8.20038650961938,7.47800631167849,6.87836869191071,-1,0
"455",94,438,"GUI",2006,"Conte",67,"A",1825,2190,0,4.58967980336035,7.49472549957317,6.89660737132004,-1,0
"456",94,438,"GUI",2007,"Conte",67,"A",2190,2555,0,3.76776976643447,7.53303038829525,6.91478749489021,-1,0
"457",94,438,"GUI",2008,"Conte",67,"A",2555,2820,0,1.58381303841025,7.57009009692193,6.94109914184498,-1,0
"458",95,438,"GUI",2009,"Sekouba Konate",43,"B",0,365,0,0.114109403562424,7.57364636403521,6.95885990557304,-1,0
"459",95,438,"GUI",2010,"Sekouba Konate",43,"B",365,381,0,1.96332855445188,7.62490458990202,6.98465057721651,1,0
"460",97,439,"BFO",1966,"Lamizana",50,"B",0,365,0,1.628703371196,6.35042662356401,6.29252978909787,-7,0
"461",97,439,"BFO",1967,"Lamizana",50,"B",365,730,0,2.43981936243469,6.40192548856677,6.3055268317428,-7,0
"462",97,439,"BFO",1968,"Lamizana",50,"B",730,1095,0,0.876740243944031,6.42967754167595,6.32096072177838,-7,0
"463",97,439,"BFO",1969,"Lamizana",50,"B",1095,1460,0,0.438286128811924,6.4447224968279,6.33317482691111,-6,0
"464",97,439,"BFO",1970,"Lamizana",50,"B",1460,1825,0,-0.0793224618493496,6.44217704322209,6.34372576487216,-4,0
"465",97,439,"BFO",1971,"Lamizana",50,"B",1825,1836,0,0.714524779364563,6.45183757563142,6.35801036329759,-4,0
"466",98,439,"BFO",1978,"Lamizana",62,"A",0,365,0,2.11800555401987,6.67695498951893,6.50903884724339,4,0
"467",98,439,"BFO",1979,"Lamizana",62,"A",365,730,0,0.791109153011358,6.71310078317713,6.53240706977778,4,0
"468",98,439,"BFO",1980,"Lamizana",62,"A",730,1021,1,0.387284815988877,6.73270879455807,6.55482332132224,-7,0
"469",99,439,"BFO",1980,"Zerbo",48,"B",0,365,0,0.387284815988877,6.73270879455807,6.55482332132224,-7,0
"470",99,439,"BFO",1981,"Zerbo",48,"B",365,712,1,0.914933596193114,6.76941692282711,6.57961225793629,-7,0
"471",100,439,"BFO",1982,"J. P. Ouedraogo",40,"B",0,270,1,0.810120966630086,6.79448355205297,6.60430148420988,-7,0
"472",101,439,"BFO",1983,"Sankara",34,"B",0,365,0,-0.129794382494222,6.79090455858479,6.62126183316708,-7,0
"473",101,439,"BFO",1984,"Sankara",34,"B",365,730,0,0.910327966269453,6.80870922949866,6.64589298850462,-7,0
"474",101,439,"BFO",1985,"Sankara",34,"B",730,1095,0,4.95524925601195,6.8723394779611,6.67280479940389,-7,0
"475",101,439,"BFO",1986,"Sankara",34,"B",1095,1460,0,2.73517198766203,6.94281639144062,6.70159912140039,-7,0
"476",101,439,"BFO",1987,"Sankara",34,"B",1460,1533,1,0.471741805508352,6.96715562226358,6.72495080560274,-7,0
"477",102,439,"BFO",1997,"Campaore",46,"A",0,365,0,1.37741044743339,7.3235600810757,7.01519074045022,-5,0
"478",102,439,"BFO",1998,"Campaore",46,"A",365,730,0,0.925091271147286,7.38564708955902,7.04621724632099,-4,0
"479",102,439,"BFO",1999,"Campaore",46,"A",730,1095,0,0.906081352341613,7.44809154849036,7.07704816335427,-4,0
"480",102,439,"BFO",2000,"Campaore",46,"A",1095,1460,0,0.505967654002203,7.48038769611258,7.1090858475892,-3,0
"481",102,439,"BFO",2001,"Campaore",46,"A",1460,1825,0,0.997215439088863,7.53262094212568,7.14081747747928,0,0
"482",102,439,"BFO",2002,"Campaore",46,"A",1825,2190,0,0.968580654627262,7.58018482375328,7.17502671433723,0,0
"483",102,439,"BFO",2003,"Campaore",46,"A",2190,2555,0,1.25587823111057,7.63522272354552,7.20455961676317,0,0
"484",102,439,"BFO",2004,"Campaore",46,"A",2555,2920,0,0.952065470541772,7.68442479857819,7.23649987702426,0,0
"485",102,439,"BFO",2005,"Campaore",46,"A",2920,3285,0,1.23528797517277,7.74657515978916,7.27071155399081,0,0
"486",102,439,"BFO",2006,"Campaore",46,"A",3285,3650,0,0.838123371162827,7.79327830218174,7.297771667766,0,0
"487",102,439,"BFO",2007,"Campaore",46,"A",3650,4015,0,0.4757660592583,7.81870175573052,7.32775622800787,0,0
"488",102,439,"BFO",2008,"Campaore",46,"A",4015,4380,0,0.967360170151195,7.86214070567342,7.35545706048037,0,0
"489",102,439,"BFO",2009,"Campaore",46,"A",4380,4745,0,0.922146327304787,7.89775658977407,7.38397765666664,0,0
"490",102,439,"BFO",2010,"Campaore",46,"A",4745,5110,0,2.00536935527131,7.96646702346421,7.41490595840439,0,0
"491",102,439,"BFO",2011,"Campaore",46,"A",5110,5475,0,1.23919482614935,8.02727513982549,7.44810611219243,0,0
"492",102,439,"BFO",2012,"Campaore",46,"A",5475,5840,0,1.05123404898301,8.0851642686105,7.47783215839942,0,0
"493",102,439,"BFO",2013,"Campaore",46,"A",5840,6205,0,0.760475007038374,8.13303017408208,7.50544276856152,0,0
"494",102,439,"BFO",2014,"Campaore",46,"A",6205,6225,0,0.739423773103922,8.17438959396312,7.53238804500492,0,0
"495",103,450,"LBR",1949,"Tubman",54,"A",0,365,0,-3787.7803795586,4.96972996277025,4.50987000613377,-6,0
"496",103,450,"LBR",1950,"Tubman",54,"A",365,730,0,-2.20310147347346,4.97241408127606,4.50980400461571,-6,0
"497",103,450,"LBR",1951,"Tubman",54,"A",730,1095,0,-14.5512050298305,4.98354497597266,4.5156502105494,-6,0
"498",103,450,"LBR",1952,"Tubman",54,"A",1095,1460,0,9.62315062992016,5.00780462486297,4.53168509672561,-6,0
"499",103,450,"LBR",1953,"Tubman",54,"A",1460,1825,0,2.48066339128856,5.03909316691274,4.55096739997377,-6,0
"500",103,450,"LBR",1954,"Tubman",54,"A",1825,2190,0,1.97892992571325,5.08267684696123,4.57621500153267,-6,0
"501",103,450,"LBR",1955,"Tubman",54,"A",2190,2555,0,1.00827193936061,5.11602180941609,4.59923259332134,-6,0
"502",103,450,"LBR",1956,"Tubman",54,"A",2555,2920,0,1.18769336691527,5.15873915729291,4.62607025009583,-6,0
"503",103,450,"LBR",1957,"Tubman",54,"A",2920,3285,0,0.900357416208972,5.19472750457955,4.65026782689112,-6,0
"504",103,450,"LBR",1958,"Tubman",54,"A",3285,3650,0,1.10464094747161,5.23591522838503,4.67627149981415,-6,0
"505",103,450,"LBR",1959,"Tubman",54,"A",3650,4015,0,0.954680657402699,5.27410663783298,4.70651665613385,-6,0
"506",103,450,"LBR",1960,"Tubman",54,"A",4015,4380,0,1.03450944284641,5.31386585979475,4.74077567618439,-6,0
"507",103,450,"LBR",1961,"Tubman",54,"A",4380,4745,0,0.845373493425263,5.34754077018903,4.77006578895867,-6,0
"508",103,450,"LBR",1962,"Tubman",54,"A",4745,5110,0,1.11912486318414,5.3890945606061,4.79734305883242,-6,0
"509",103,450,"LBR",1963,"Tubman",54,"A",5110,5475,0,1.3875010629712,5.44189809502556,4.82230371323409,-6,0
"510",103,450,"LBR",1964,"Tubman",54,"A",5475,5840,0,2.11265174931092,5.53007570380687,4.85641127824664,-6,0
"511",103,450,"LBR",1965,"Tubman",54,"A",5840,6205,0,1.03211246390029,5.59301849767135,4.8815359700914,-6,0
"512",103,450,"LBR",1966,"Tubman",54,"A",6205,6570,0,1.25449035845051,5.67771566829393,4.90672557737238,-6,0
"513",103,450,"LBR",1967,"Tubman",54,"A",6570,6935,0,0.698317613153227,5.73329596842797,4.93328617766865,-6,0
"514",103,450,"LBR",1968,"Tubman",54,"A",6935,7300,0,0.909218238227427,5.79514243837775,4.96127696855371,-6,0
"515",103,450,"LBR",1969,"Tubman",54,"A",7300,7665,0,0.964133714211329,5.86025331796418,4.98883266813541,-6,0
"516",103,450,"LBR",1970,"Tubman",54,"A",7665,8030,0,0.583702622885514,5.89622211500873,5.01416904304439,-6,0
"517",103,450,"LBR",1971,"Tubman",54,"A",8030,8238,0,0.665170141501008,5.93273048081472,5.04027176322456,-6,0
"518",104,450,"LBR",1980,"Doe",29,"B",0,365,0,-3.80231373044737,6.03860573341279,5.29454526109524,-7,0
"519",104,450,"LBR",1981,"Doe",29,"B",365,730,0,7.00310558313645,5.98008251686217,5.3203381202173,-7,0
"520",104,450,"LBR",1982,"Doe",29,"B",730,1095,0,0.502506629319838,5.96269977953745,5.35362907627911,-7,0
"521",104,450,"LBR",1983,"Doe",29,"B",1095,1460,0,0.362224406649889,5.94915707481173,5.38091526846895,-7,0
"522",104,450,"LBR",1984,"Doe",29,"B",1460,1825,0,0.645844540553518,5.93013420758137,5.40478776605685,-6,0
"523",104,450,"LBR",1985,"Doe",29,"B",1825,2190,0,0.730183137704727,5.91800636379576,5.42736120514694,-6,2
"524",104,450,"LBR",1986,"Doe",29,"B",2190,2555,0,0.807548269937677,5.90599652398938,5.44564194431858,-6,0
"525",104,450,"LBR",1987,"Doe",29,"B",2555,2920,0,0.0650321705777048,5.90506752681717,5.46146035128283,-6,0
"526",104,450,"LBR",1988,"Doe",29,"B",2920,3285,0,3.51401814592031,5.87544183617051,5.47188404431813,-6,0
"527",104,450,"LBR",1989,"Doe",29,"B",3285,3650,0,7.69455409568243,5.76129638085681,5.46997392050496,-6,0
"528",104,450,"LBR",1990,"Doe",29,"B",3650,3802,1,6.95850837224024,5.37552837643937,5.41640257876671,0,4
"529",105,451,"SIE",1978,"Stevens",73,"A",0,365,0,15.7602047507275,6.26670137274045,5.82365222050659,-7,0
"530",105,451,"SIE",1979,"Stevens",73,"A",365,730,0,3.63087481207461,6.29682198583977,5.84097299782293,-7,0
"531",105,451,"SIE",1980,"Stevens",73,"A",730,1095,0,1.14140067677307,6.31958594086996,5.86133877733256,-7,0
"532",105,451,"SIE",1981,"Stevens",73,"A",1095,1460,0,1.14080879341111,6.34907080723713,5.88599569224834,-7,0
"533",105,451,"SIE",1982,"Stevens",73,"A",1460,1825,0,1.22607014433247,6.38263801449928,5.91085355299029,-7,0
"534",105,451,"SIE",1983,"Stevens",73,"A",1825,2190,0,0.253698089155753,6.38997553124881,5.93210989978246,-7,0
"535",105,451,"SIE",1984,"Stevens",73,"A",2190,2555,0,1.09114132752987,6.41562218946279,5.95802926602162,-7,0
"536",105,451,"SIE",1985,"Stevens",73,"A",2555,2780,0,0.35234805563947,6.42351640774965,5.98041623869801,-7,0
"537",106,451,"SIE",1992,"Strasser",27,"B",0,365,0,-10.7414092544274,6.46122439664186,6.11624967744775,-7,3
"538",106,451,"SIE",1993,"Strasser",27,"B",365,730,0,-0.0622990740525305,6.46265185053495,6.11335469258582,-7,3
"539",106,451,"SIE",1994,"Strasser",27,"B",730,1095,0,-0.0962349602559983,6.46507883756415,6.1089430919673,-7,3
"540",106,451,"SIE",1995,"Strasser",27,"B",1095,1356,1,3.1323816014234,6.40040361402765,6.10215135286521,-7,3
"541",107,451,"SIE",1997,"Koroma",37,"B",0,263,1,1.81748165204118,6.19563728507285,6.09523429817046,5,3
"542",108,452,"GHA",1964,"Nkrumah",55,"A",0,365,0,1.00005480232867,7.93584066299299,6.74084082093436,-9,0
"543",108,452,"GHA",1965,"Nkrumah",55,"A",365,705,1,0.196034439651325,7.94281664756306,6.77021471751249,-9,0
"544",109,452,"GHA",1966,"Ankrah",51,"B",0,365,0,-0.162670891089924,7.93820899089978,6.79388980963235,-4,0
"545",109,452,"GHA",1967,"Ankrah",51,"B",365,730,0,-0.184292384196703,7.93597049645046,6.81796841753281,-4,0
"546",109,452,"GHA",1968,"Ankrah",51,"B",730,1095,0,370.174646348792,7.95640671849648,6.84199361010427,-4,0
"547",109,452,"GHA",1969,"Ankrah",51,"B",1095,1134,0,11.4230714703075,8.00766738918277,6.86662698755777,-4,0
"548",110,452,"GHA",1972,"Acheampong",41,"B",0,365,0,-0.387759870639335,8.07881721315915,6.91996740647937,-7,0
"549",110,452,"GHA",1973,"Acheampong",41,"B",365,730,0,1.76169562053868,8.12108189964817,6.95672066589441,-7,0
"550",110,452,"GHA",1974,"Acheampong",41,"B",730,1095,0,1.43476134972821,8.14886084898454,6.98543828166352,-7,0
"551",110,452,"GHA",1975,"Acheampong",41,"B",1095,1460,0,-3.13325449104259,8.09233698532209,7.00382062811977,-7,0
"552",110,452,"GHA",1976,"Acheampong",41,"B",1460,1825,0,-6.83760924664049,8.05428211047994,7.0224624779881,-7,0
"553",110,452,"GHA",1977,"Acheampong",41,"B",1825,2190,0,-1.39105128672121,8.08358351456674,7.0464462132502,-7,0
"554",110,452,"GHA",1978,"Acheampong",41,"B",2190,2365,1,-1.31515032509576,8.11063989144201,7.06966577342084,-5,0
"555",111,452,"GHA",1981,"Rawlings",34,"B",0,365,0,68.5425965008596,8.04532702873146,7.1278269167978,5,1
"556",111,452,"GHA",1982,"Rawlings",34,"B",365,730,0,2.65872893768735,7.98650663865456,7.15009892316393,-7,0
"557",111,452,"GHA",1983,"Rawlings",34,"B",730,1095,0,0.625061892939536,7.96393837950818,7.18637137942017,-7,0
"558",111,452,"GHA",1984,"Rawlings",34,"B",1095,1460,0,-1.26903806749959,8.01140519082592,7.22527912334451,-7,0
"559",111,452,"GHA",1985,"Rawlings",34,"B",1460,1825,0,-4.72597029609971,8.05882686532501,7.26009524044686,-7,0
"560",111,452,"GHA",1986,"Rawlings",34,"B",1825,2190,0,1.97318105015997,8.10689050105258,7.29288637863616,-7,0
"561",111,452,"GHA",1987,"Rawlings",34,"B",2190,2555,0,0.964298628206555,8.15287856786957,7.3209391870251,-7,0
"562",111,452,"GHA",1988,"Rawlings",34,"B",2555,2920,0,1.10788110643247,8.20499381100733,7.34696588214534,-7,0
"563",111,452,"GHA",1989,"Rawlings",34,"B",2920,3285,0,0.835244077703973,8.2458531246883,7.3728198561662,-7,0
"564",111,452,"GHA",1990,"Rawlings",34,"B",3285,3650,0,1.04103911805374,8.29404089006375,7.39931184108049,-7,0
"565",111,452,"GHA",1991,"Rawlings",34,"B",3650,4015,0,1.06424718977589,8.3440552557871,7.42811748465267,-4,0
"566",111,452,"GHA",1992,"Rawlings",34,"B",4015,4380,0,0.504130466478089,8.36769616652033,7.44965680603688,-1,0
"567",111,452,"GHA",1993,"Rawlings",34,"B",4380,4745,0,0.524484625275188,8.38924185840371,7.47248141538645,-1,0
"568",111,452,"GHA",1994,"Rawlings",34,"B",4745,5110,0,1.16992827945777,8.42636720258272,7.49726434858217,-1,1
"569",111,452,"GHA",1995,"Rawlings",34,"B",5110,5475,0,1.50390944987198,8.46738573998554,7.52196747145394,-1,0
"570",111,452,"GHA",1996,"Rawlings",34,"B",5475,5840,0,1.27130700348016,8.50948838548379,7.54535486528244,2,0
"571",111,452,"GHA",1997,"Rawlings",34,"B",5840,6205,0,1.17640659556984,8.55648024852256,7.56636018540622,2,0
"572",111,452,"GHA",1998,"Rawlings",34,"B",6205,6570,0,0.857494442249088,8.59378731339391,7.58688568188987,2,0
"573",111,452,"GHA",1999,"Rawlings",34,"B",6570,6935,0,1.07257450848407,8.63891937596599,7.60883739451201,2,0
"574",111,452,"GHA",2000,"Rawlings",34,"B",6935,6947,0,1.09755602370375,8.68618361554814,7.63248300309444,2,0
"575",112,461,"TOG",1963,"Grunitzky",50,"B",0,365,0,1.1891430672956,5.4421536063853,5.15325113125141,-6,0
"576",112,461,"TOG",1964,"Grunitzky",50,"B",365,730,0,1.71770501314939,5.54797820618229,5.18056933027917,-6,0
"577",112,461,"TOG",1965,"Grunitzky",50,"B",730,1095,0,1.56477338264494,5.66333888075562,5.2109441059046,-6,0
"578",112,461,"TOG",1966,"Grunitzky",50,"B",1095,1458,1,0.957029600736695,5.75685551768449,5.2427676580475,-6,0
"579",113,461,"TOG",1977,"Eyadema",40,"A",0,365,0,4.02368481279194,6.21975682097272,5.58457842984437,-7,0
"580",113,461,"TOG",1978,"Eyadema",40,"A",365,730,0,3.17835302468808,6.29689014306193,5.61612725408013,-7,0
"581",113,461,"TOG",1979,"Eyadema",40,"A",730,1095,0,0.466251445304495,6.32267474919125,5.64141758945947,-7,0
"582",113,461,"TOG",1980,"Eyadema",40,"A",1095,1460,0,-0.0355841791275587,6.32049847367962,5.66943254661279,-7,0
"583",113,461,"TOG",1981,"Eyadema",40,"A",1460,1825,0,-1.29703951763107,6.27443240006786,5.69587798297954,-7,0
"584",113,461,"TOG",1982,"Eyadema",40,"A",1825,2190,0,3.8017511964282,6.24736179156026,5.73104089842703,-7,0
"585",113,461,"TOG",1983,"Eyadema",40,"A",2190,2555,0,1.0215131103315,6.22187562585353,5.76658198458992,-7,0
"586",113,461,"TOG",1984,"Eyadema",40,"A",2555,2920,0,-0.575351348443961,6.24028754100881,5.80176181634917,-7,0
"587",113,461,"TOG",1985,"Eyadema",40,"A",2920,3285,0,-2.60482507129738,6.26878184033473,5.83765464254357,-7,0
"588",113,461,"TOG",1986,"Eyadema",40,"A",3285,3650,0,3.16382894893944,6.29205050516479,5.8720248274081,-7,0
"589",113,461,"TOG",1987,"Eyadema",40,"A",3650,4015,0,0.729563319545572,6.30917618476144,5.90374473742097,-7,0
"590",113,461,"TOG",1988,"Eyadema",40,"A",4015,4380,0,2.56852746994588,6.36715406281065,5.94022388291439,-7,0
"591",113,461,"TOG",1989,"Eyadema",40,"A",4380,4745,0,1.07643997080018,6.40258198399903,5.97338713077919,-7,0
"592",113,461,"TOG",1990,"Eyadema",40,"A",4745,5110,0,0.480872586336463,6.42053712640797,6.00198402289813,-7,0
"593",113,461,"TOG",1991,"Eyadema",40,"A",5110,5475,0,-0.402085791043108,6.40515738112477,6.02769280656526,-5,0
"594",113,461,"TOG",1992,"Eyadema",40,"A",5475,5840,0,-2.91796166375951,6.36656838108014,6.04667453622292,-5,0
"595",113,461,"TOG",1993,"Eyadema",40,"A",5840,6205,0,6.92549826613823,6.28232282009023,6.0526678250001,-2,0
"596",113,461,"TOG",1994,"Eyadema",40,"A",6205,6570,0,-1.56221961121027,6.34973147317045,6.08501636371562,-2,0
"597",113,461,"TOG",1995,"Eyadema",40,"A",6570,6935,0,-3.77736929749497,6.40950031239,6.11534009676352,-2,0
"598",113,461,"TOG",1996,"Eyadema",40,"A",6935,7300,0,5.53506116083552,6.4986344970333,6.1525922593116,-2,0
"599",113,461,"TOG",1997,"Eyadema",40,"A",7300,7665,0,0.886075051115623,6.56285079064232,6.18688329337919,-2,0
"600",113,461,"TOG",1998,"Eyadema",40,"A",7665,8030,0,-0.109039124478786,6.5547806233817,6.21232349069221,-2,0
"601",113,461,"TOG",1999,"Eyadema",40,"A",8030,8395,0,0.359232197859237,6.57276075001298,6.24421544317485,-2,0
"602",113,461,"TOG",2000,"Eyadema",40,"A",8395,8760,0,-0.022442848574475,6.57218883200959,6.26953179491809,-2,0
"603",113,461,"TOG",2001,"Eyadema",40,"A",8760,9125,0,2.05555770590199,6.57869967105046,6.29881136970427,-2,0
"604",113,461,"TOG",2002,"Eyadema",40,"A",9125,9490,0,3.89082729372937,6.60948130991788,6.32974586064803,-2,0
"605",113,461,"TOG",2003,"Eyadema",40,"A",9490,9855,0,2.83259182689063,6.6440214771263,6.35589235974253,-2,0
"606",113,461,"TOG",2004,"Eyadema",40,"A",9855,10159,0,0.0409617975875618,6.64501684452178,6.38096455518421,-2,0
"607",114,471,"CAO",1996,"Biya",63,"A",0,365,0,4.00691703929702,8.07181942157242,7.32283138644966,-5,0
"608",114,471,"CAO",1997,"Biya",63,"A",365,730,0,1.43779690601477,8.11826815037067,7.35103434199225,-5,0
"609",114,471,"CAO",1998,"Biya",63,"A",730,1095,0,0.938873589628389,8.16015360957661,7.37398115650098,-5,0
"610",114,471,"CAO",1999,"Biya",63,"A",1095,1460,0,1.05537205762082,8.20752887001787,7.39936627854424,-5,0
"611",114,471,"CAO",2000,"Biya",63,"A",1460,1825,0,0.743987829093625,8.24137987249394,7.42192231401049,-5,0
"612",114,471,"CAO",2001,"Biya",63,"A",1825,2190,0,0.962745880429541,8.28093299175212,7.45125155718053,-5,0
"613",114,471,"CAO",2002,"Biya",63,"A",2190,2555,0,1.06015723523527,8.32358004388209,7.47588160646439,-5,0
"614",114,471,"CAO",2003,"Biya",63,"A",2555,2920,0,1.25728877028297,8.37198751879178,7.50580575694988,-5,0
"615",114,471,"CAO",2004,"Biya",63,"A",2920,3285,0,0.872685380534715,8.41009071498088,7.53177368596372,-5,0
"616",114,471,"CAO",2005,"Biya",63,"A",3285,3650,0,0.618097339803935,8.4369249916546,7.55751363185575,-4,0
"617",114,471,"CAO",2006,"Biya",63,"A",3650,4015,0,0.912600718707029,8.47149641777703,7.58538264788405,-4,0
"618",114,471,"CAO",2007,"Biya",63,"A",4015,4380,0,1.15404976196993,8.50969212865565,7.61566052164258,-4,0
"619",114,471,"CAO",2008,"Biya",63,"A",4380,4745,0,1.00712483282808,8.54313653371314,7.64550529765695,-4,0
"620",114,471,"CAO",2009,"Biya",63,"A",4745,5110,0,0.732325239812856,8.56918736013398,7.67238137160112,-4,0
"621",114,471,"CAO",2010,"Biya",63,"A",5110,5475,0,1.12977902048381,8.60591443907681,7.69845693720668,-4,0
"622",114,471,"CAO",2011,"Biya",63,"A",5475,5840,0,1.15659611961502,8.64293081638267,7.71976269259075,-4,0
"623",114,471,"CAO",2012,"Biya",63,"A",5840,6205,0,1.49481699592334,8.69227426573247,7.74921685563564,-4,0
"624",114,471,"CAO",2013,"Biya",63,"A",6205,6570,0,1.29006069658518,8.74491791312671,7.77877245616134,-4,0
"625",114,471,"CAO",2014,"Biya",63,"A",6570,6935,0,1.2175059599423,8.80107956932513,7.80710084911405,-4,0
"626",114,471,"CAO",2015,"Biya",63,"A",6935,7300,0,0.958662866161365,8.85167459049197,7.83187329756606,-4,1
